compound,CAS,SMILES,dose,dose.units,Cmax,Cmax.units,Cmax/dose,reference,original.reference,link,note
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.071,mg/kg bw,0.0197,mg/L,0.28,Imanaga2011,Imanaga2011,https://journals.lww.com/jpharmacogenetics/fulltext/2011/02000/The_effects_of_the_SLCO2B1_c_1457C_T_polymorphism.4.aspx,*all data combined
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.043,mg/kg bw,0.0101,mg/L,0.24,Volak2012,Volak2012,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.2012.04364.x,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.03443,mg/L,0.32,Johansson2014,Johansson2014,https://link.springer.com/content/pdf/10.1007%2Fs40262-014-0161-2.pdf,
Naloxone,465-65-6,[H]C12CC3=C4C(OC5C(=O)CCC1(O)C45CCN2CC=C)=C(O)C=C3,0.071,mg/kg bw,0.00003245,mg/L,0.0004543,Smith2012,Smith2012,https://www.dustri.com/article_response_page.html?artId=9589&doi=10.5414/CP201646&L=0,
Naloxone,465-65-6,[H]C12CC3=C4C(OC5C(=O)CCC1(O)C45CCN2CC=C)=C(O)C=C3,0.286,mg/kg bw,0.00009857,mg/L,0.000344995,Smith2012,Smith2012,https://www.dustri.com/article_response_page.html?artId=9589&doi=10.5414/CP201646&L=0,
Naloxone,465-65-6,[H]C12CC3=C4C(OC5C(=O)CCC1(O)C45CCN2CC=C)=C(O)C=C3,0.571,mg/kg bw,0.00020469,mg/L,0.000358208,Smith2012,Smith2012,https://www.dustri.com/article_response_page.html?artId=9589&doi=10.5414/CP201646&L=0,
Naloxone,465-65-6,[H]C12CC3=C4C(OC5C(=O)CCC1(O)C45CCN2CC=C)=C(O)C=C3,1.143,mg/kg bw,0.00040659,mg/L,0.000355766,Smith2012,Smith2012,https://www.dustri.com/article_response_page.html?artId=9589&doi=10.5414/CP201646&L=0,
Naloxone,465-65-6,[H]C12CC3=C4C(OC5C(=O)CCC1(O)C45CCN2CC=C)=C(O)C=C3,1.714,mg/kg bw,0.00063298,mg/L,0.000369238,Smith2012,Smith2012,https://www.dustri.com/article_response_page.html?artId=9589&doi=10.5414/CP201646&L=0,
Naproxen,22204-53-1,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,3.571,mg/kg bw,43.93,mg/L,12.3,Carrasco-Portugal2006,Carrasco-Portugal2006,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0031-1296756,reference formulation (test formulation excluded)
Naproxen,22204-53-1,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,3.571,mg/kg bw,39.3,mg/L,11,Wanwimolruk1991,Wanwimolruk1991,https://reader.elsevier.com/reader/sd/pii/037851739190250R?token=0BF9D13B47B2589DAC48F27D21D877C5B01ACA32C89280B39407AE3572D3A62318A11F3D4E67CE9362FDB91D9C64A439,standard tablets (other formulations excluded)
Naproxen,22204-53-1,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,5.357,mg/kg bw,60.5,mg/L,11.29,Upton1984,Upton1984,https://www.researchgate.net/publication/16709766_Naproxen_pharmacokinetics_in_the_elderly,average elderly and young subjects 
Naproxen,22204-53-1,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,3.143,mg/kg bw,41.6,mg/L,13.24,Toothaker2000,Toothaker2000,https://onlinelibrary.wiley.com/doi/epdf/10.1002/bdd.234,
Naproxen,22204-53-1,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,6.286,mg/kg bw,65.88,mg/L,10.48,Sugar2019,Sugar2019,https://www.sciencedirect.com/science/article/pii/S0011393X19300025?via%3Dihub,Average bioequivalent formulations
Naproxen,22204-53-1,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,7.143,mg/kg bw,87.3,mg/L,12.22,Zhou1998,Zhou1998,https://accp1.onlinelibrary.wiley.com/doi/epdf/10.1002/j.1552-4604.1998.tb04469.x,Conventional (other formulations excluded)
Naproxen,22204-53-1,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,3.571,mg/kg bw,35.48,mg/L,9.93,Niazi1996,Niazi1996,https://onlinelibrary.wiley.com/doi/epdf/10.1002/%28SICI%291099-081X%28199605%2917%3A4%3C355%3A%3AAID-BDD960%3E3.0.CO%3B2-N,
Naproxen,22204-53-1,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,7.143,mg/kg bw,64.05,mg/L,8.97,Niazi1996,Niazi1996,https://onlinelibrary.wiley.com/doi/epdf/10.1002/%28SICI%291099-081X%28199605%2917%3A4%3C355%3A%3AAID-BDD960%3E3.0.CO%3B2-N,
Naproxen,22204-53-1,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,7.143,mg/kg bw,73.96,mg/L,10.35,Choi2015,Choi2015,https://www.sciencedirect.com/science/article/pii/S0149291814007401?via%3Dihub,reference  (other formulations excluded)
Naproxen,22204-53-1,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,7.143,mg/kg bw,82.7,mg/L,11.58,Caille1989,Caille1989,https://reader.elsevier.com/reader/sd/pii/0002934389901551?token=F3A86483FF1E843652969755707A31C94B53FED0D936591432D36EF7DB5715FE7A28D91656B51390D90148C5710DEDE4,
Nifedipine,21829-25-4,COC(=O)C1C(C2=C(C=CC=C2)[N+]([O-])=O)C(C(=O)OC)=C(C)N=C1C,0.143,mg/kg bw,0.1125,mg/L,0.788,Rawashdeh1997,Rawashdeh1997,https://link.springer.com/article/10.1007%2FBF03189816,Average two capsules
Nifedipine,21829-25-4,COC(=O)C1C(C2=C(C=CC=C2)[N+]([O-])=O)C(C(=O)OC)=C(C)N=C1C,0.286,mg/kg bw,0.21,mg/L,0.735,Ahmad2009,Ahmad2009,https://www.ajol.info/index.php/tjpr/article/view/48093/34458,
Nifedipine,21829-25-4,COC(=O)C1C(C2=C(C=CC=C2)[N+]([O-])=O)C(C(=O)OC)=C(C)N=C1C,0.143,mg/kg bw,0.079,mg/L,0.553,Renwick1988,Renwick1988,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1988.tb05256.x,
Nifedipine,21829-25-4,COC(=O)C1C(C2=C(C=CC=C2)[N+]([O-])=O)C(C(=O)OC)=C(C)N=C1C,0.286,mg/kg bw,0.03407,mg/L,0.119,Guo2007,Guo2007,https://reader.elsevier.com/reader/sd/pii/S0378517307002943?token=44C80711E668EFF41CA7463724CB615AFE42020440E61A0070FD561AFCFFC521D76F8925EBC40275D7111CBEDA70690D,Average two formulations
Nifedipine,21829-25-4,COC(=O)C1C(C2=C(C=CC=C2)[N+]([O-])=O)C(C(=O)OC)=C(C)N=C1C,0.143,mg/kg bw,0.14312,mg/L,1.002,Chien2004,Chien2004,https://onlinelibrary.wiley.com/doi/epdf/10.1002/bdd.386,
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.571,mg/kg bw,0.586,mg/L,1.03,Cawello2014,Cawello2014,https://link.springer.com/article/10.1007%2Fs40261-014-0177-2,"Healthy, White, male volunteers (n = 36) who were not poor metabolizers of CYP2C19"
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.571,mg/kg bw,1.177065,mg/L,2.06,Liu2012,Liu2012,https://link.springer.com/content/pdf/10.1631/jzus.B1100272.pdf,Average of two brands
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.286,mg/kg bw,0.283,mg/L,0.99,Mostafavi2004,Mostafavi2004,https://www.researchgate.net/publication/286716167_Relative_bioavailability_of_omeprazole_capsules_after_oral_dosing,"omeprazole, other formulations excluded"
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.286,mg/kg bw,0.3005,mg/L,1.05,Elkoshi2002,Elkoshi2002,https://link.springer.com/article/10.2165%2F00044011-200222090-00003,Average of two brands
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.286,mg/kg bw,0.485,mg/L,1.7,Poo2008,Poo2008,https://reader.elsevier.com/reader/sd/pii/S0149291808001434?token=2DC6A645035B6C96F1EF8A4422ACD93F5702F96A5D1206F404A024E44B83249EEE4D38A47006FFA9F207C28BC0620CAB,Average of two brands
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.286,mg/kg bw,0.64038,mg/L,2.24,Joti2009,Joti2009,https://www.researchgate.net/publication/26284020_Bioequivalence_and_Pharmacokinetic_Study_of_Two_Different_Omeprazole_Capsule_Formulations_in_Healthy_Bangladeshi_Volunteers,Average of two brands
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.571,mg/kg bw,0.7308,mg/L,1.28,Leucuta2004,Leucuta2004,https://www.degruyter.com/downloadpdf/j/dmdi.2004.20.4/dmdi.2004.20.4.273/dmdi.2004.20.4.273.pdf,
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.143,mg/kg bw,0.1949,mg/L,1.36,Andersson1990,Andersson1990,https://link.springer.com/content/pdf/10.1007/BF00280061.pdf,
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.571,mg/kg bw,1.0632,mg/L,1.86,Andersson1990,Andersson1990,https://link.springer.com/content/pdf/10.1007/BF00280061.pdf,
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,1.286,mg/kg bw,3.3314,mg/L,2.59,Andersson1990,Andersson1990,https://link.springer.com/content/pdf/10.1007/BF00280061.pdf,
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.286,mg/kg bw,0.4469,mg/L,1.56,Thangam1996,Thangam1996,https://pdfs.semanticscholar.org/dabd/e65d3d46229ca387a2cd306217a23fcd1a90.pdf?_ga=2.24106553.2092272898.1582105975-1130599383.1582105975,
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.286,mg/kg bw,0.38,mg/L,1.33,Ashraf2018,Ashraf2018,https://pdfs.semanticscholar.org/e224/653b4ebf7d7c2842f5bc38af64b464e13e8a.pdf,
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.286,mg/kg bw,0.215695,mg/L,0.75,Duvauchelle1998,Duvauchelle1998,https://link.springer.com/content/pdf/10.2165/00044011-199816020-00007.pdf,Average of two brands
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.429,mg/kg bw,0.558,mg/L,1.3,Howden1984,Howden1984,https://link.springer.com/content/pdf/10.1007/BF00543502.pdf,
Omeprazole,73590-58-6,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,0.857,mg/kg bw,1.67,mg/L,1.95,Howden1984,Howden1984,https://link.springer.com/content/pdf/10.1007/BF00543502.pdf,
Phenacetin,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,3.571,mg/kg bw,0.157,mg/L,0.04396,Findlay1979,Findlay1979,http://jpet.aspetjournals.org/content/jpet/210/1/127.full.pdf,average of two volunteers * radioimmunoassay was used for quantification of phenacetin in plasma
Phenacetin,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,12.857,mg/kg bw,2.4,mg/L,0.186666667,XiaoDong1999,XiaoDong1999,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.1365-2125.1999.00065.x,
Phenacetin,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,14.286,mg/kg bw,3.4,mg/L,0.238,Raaflaub1975,Raaflaub1975,https://link.springer.com/content/pdf/10.1007/BF00567125.pdf,"4 people received the dose, and in 1/4 they couldn't measure anything... From the figues of the remaining 3 I estimated the Cmax "
Phenacetin,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,15,mg/kg bw,3.2,mg/L,0.213333333,Kampffmeyer1971,Kampffmeyer1971,https://link.springer.com/content/pdf/10.1007/BF00619304.pdf,Estimate based on the figure representing the average of 14 participants
Phenacetin,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,12.857,mg/kg bw,2.5,mg/L,0.194444444,XiaoDong1998,XiaoDong1998,https://journals.lww.com/drug-monitoring/Fulltext/1998/08000/Effect_of_Active_and_Passive_Cigarette_Smoking_on.2.aspx,Controls  (smokers excluded)
Phenacetin,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,12.857,mg/kg bw,3.4,mg/L,0.264444444,Bartoli1996,Bartoli1996,https://journals.lww.com/drug-monitoring/Fulltext/1996/10000/The_Influence_of_Ethnic_Factors_and_Gender_on.11.aspx,Caucasian
Phenacetin,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,12.857,mg/kg bw,4.7,mg/L,0.365555556,Bartoli1996,Bartoli1996,https://journals.lww.com/drug-monitoring/Fulltext/1996/10000/The_Influence_of_Ethnic_Factors_and_Gender_on.11.aspx,Chinese
Phenacetin,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,12.857,mg/kg bw,2.492,mg/L,0.193822222,Conney1976,Conney1976,https://ascpt.onlinelibrary.wiley.com/doi/abs/10.1002/cpt1976206633,customary home diet (other diets that increase CYP expression excluded)
Phenacetin,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,12.857,mg/kg bw,2.6,mg/L,0.202222222,Xiaodong1994,Xiaodong1994,https://journals.lww.com/drug-monitoring/Abstract/1994/06000/Omeprazole_Does_Not_Enhance_the_Metabolism_of.4.aspx,
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.143,mg/kg bw,0.0302,mg/L,0.2114,Juma1983,Juma1983,https://link.springer.com/content/pdf/10.1007/BF01037959.pdf,"there is no unit given for AUC, but when making a rough estimation based on the data this should be the right unit"
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.143,mg/kg bw,0.0649,mg/L,0.4543,Gretzer1986,Gretzer1986,https://link.springer.com/content/pdf/10.1007/BF00613516.pdf,average young and elderly hypertensive subjects  
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.143,mg/kg bw,0.0682,mg/L,0.4774,Gretzer1986,Gretzer1986,https://link.springer.com/content/pdf/10.1007/BF00613516.pdf,elderly hypertensive subjects
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.214,mg/kg bw,0.066,mg/L,0.308,Gross2001,Gross2001,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2014485/,"the Cmax was reported for R & S separately (32 and 34, respectively), they had the same tmax, therefore added up (dose was 15 mg racemic) "
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.071,mg/kg bw,0.0225,mg/L,0.315,Jennings1979,Jennings1979,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1429499/pdf/brjclinpharm00242-0026.pdf,
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.143,mg/kg bw,0.0446,mg/L,0.3122,Jennings1979,Jennings1979,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1429499/pdf/brjclinpharm00242-0026.pdf,
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.286,mg/kg bw,0.0958,mg/L,0.3353,Jennings1979,Jennings1979,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1429499/pdf/brjclinpharm00242-0026.pdf,
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.214,mg/kg bw,0.053,mg/L,0.247333333,Aellig1982,Aellig1982,https://link.springer.com/content/pdf/10.1007/BF00542037.pdf,normal tablet (other formulations excluded)
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.429,mg/kg bw,0.069,mg/L,0.161,Somogyi1992,Somogyi1992,https://www.researchgate.net/publication/21592936_Stereoselective_inhibition_of_pindolol_renal_clearance_by_cimetidine_in_humans,R *tmax 1.6h for R and 1.7 for S; added up
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.286,mg/kg bw,0.132,mg/L,0.462,Hsyu1985,Hsyu1985,https://www.jci.org/articles/view/112161/pdf,"d-pindolol * the dose was 10 mg racemic pindolol, cmax added up. "
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.071,mg/kg bw,0.03807,mg/L,0.53298,Gugler1974,Gugler1974,https://link.springer.com/content/pdf/10.1007/BF00614385.pdf,Calcluated the cmax from table
Pindolol,13523-86-9,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0.143,mg/kg bw,0.0503,mg/L,0.3521,Koch2000,Koch2000,https://www.ncbi.nlm.nih.gov/pubmed/?term=Bioequivalence+of+Two+Oral+Immediate+Release+Formulations+of+Pindolol+in+Healthy+Volunteers+Assessed+by+Ratio+Analysis,Average two immediate release formulations
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.007,mg/kg bw,0.0062,mg/L,0.868,Silke1981,Silke1981,https://journals.lww.com/cardiovascularpharm/Abstract/1981/03000/Pharmacokinetic_and_Pharmacodynamic_Studies_with.11.aspx,
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.014,mg/kg bw,0.0094,mg/L,0.658,Silke1981,Silke1981,https://journals.lww.com/cardiovascularpharm/Abstract/1981/03000/Pharmacokinetic_and_Pharmacodynamic_Studies_with.11.aspx,
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.029,mg/kg bw,0.0203,mg/L,0.7105,Silke1981,Silke1981,https://journals.lww.com/cardiovascularpharm/Abstract/1981/03000/Pharmacokinetic_and_Pharmacodynamic_Studies_with.11.aspx,
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.057,mg/kg bw,0.0371,mg/L,0.64925,Silke1981,Silke1981,https://journals.lww.com/cardiovascularpharm/Abstract/1981/03000/Pharmacokinetic_and_Pharmacodynamic_Studies_with.11.aspx,
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.071,mg/kg bw,0.0326,mg/L,0.4564,Baughman1980,Baughman1980,https://link.springer.com/content/pdf/10.1007/BF00570159.pdf,normal subjects
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.029,mg/kg bw,0.0204,mg/L,0.714,Chaignon1981,Chaignon1981,https://journals.lww.com/cardiovascularpharm/Abstract/1981/01000/Clinical_Pharmacology_of_Prazosin_in_Hypertensive.13.aspx,hypertensive patients with normal renal function
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.014,mg/kg bw,0.008635,mg/L,0.60445,Andros1996,Andros1996,https://link.springer.com/content/pdf/10.1007/s002280050067.pdf,average elderly and young subjects 
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.029,mg/kg bw,0.0172,mg/L,0.602,Guelen1990,Guelen1990,https://link.springer.com/content/pdf/10.1007/BF01980043.pdf,average two brands
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.007,mg/kg bw,0.0067,mg/L,0.938,Grahnen1981,Grahnen1981,https://www.researchgate.net/publication/15912578_Prazosin_kinetics_in_hypertension,
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.014,mg/kg bw,0.00715,mg/L,0.5005,McNeil1987,McNeil1987,https://journals.lww.com/cardiovascularpharm/Abstract/1987/08000/Effect_of_Age_on_Pharmacokinetics_of_and_Blood.6.aspx,average elderly and young subjects 
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.029,mg/kg bw,0.015,mg/L,0.525,McNeil1987,McNeil1987,https://journals.lww.com/cardiovascularpharm/Abstract/1987/08000/Effect_of_Age_on_Pharmacokinetics_of_and_Blood.6.aspx,average elderly and young subjects 
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.071,mg/kg bw,0.023,mg/L,0.322,Wood1976,Wood1976,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1428805/pdf/brjclinpharm00312-0086.pdf,
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.071,mg/kg bw,0.0359,mg/L,0.5026,Hobbs1978,Hobbs1978,https://accp1.onlinelibrary.wiley.com/doi/abs/10.1002/j.1552-4604.1978.tb02456.x?sid=nlm%3Apubmed,one 5 mg capsule
Prazosin,19216-56-9,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,0.071,mg/kg bw,0.0582,mg/L,0.8148,Hobbs1978,Hobbs1978,https://accp1.onlinelibrary.wiley.com/doi/abs/10.1002/j.1552-4604.1978.tb02456.x?sid=nlm%3Apubmed,in solution
Prednisolone,50-24-8,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0.286,mg/kg bw,0.65908,mg/L,0.433504712,Bashar2018,Bashar2018,https://journals.sagepub.com/doi/pdf/10.1177/1559325818783932,average two brands
Prednisolone,50-24-8,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0.286,mg/kg bw,0.418,mg/L,0.683526999,Albin1984,Albin1984,https://link.springer.com/content/pdf/10.1007/BF00630299.pdf,
Prednisolone,50-24-8,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0.286,mg/kg bw,0.4065,mg/L,0.702864171,Lee2004,Lee2004,https://www.dustri.com/article_response_page.html?artId=1423&doi=10.5414/CPP42519&L=0,average two brands
Prednisolone,50-24-8,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0.214,mg/kg bw,0.3585,mg/L,0.597728631,Ahmed2001,Ahmed2001,https://reader.elsevier.com/reader/sd/pii/S0011393X01800540?token=0C4B32BF54E0FE0F8962B83F66B663AD53F5D931617540969A96D7E74EA27869CCA449FB65E0F9B413959DBE8BFF8D71,"oral prednisolone sodium phosphate (OPSP), other formulations excluded"
Prednisolone,50-24-8,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0.143,mg/kg bw,0.1158,mg/L,1.233654083,Williams1978,Williams1978,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1978.tb01664.x,
Prednisolone,50-24-8,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0.357,mg/kg bw,0.362,mg/L,0.986582478,Möllmann1995,Möllmann1995,https://www.researchgate.net/publication/15703912_Pharmacokineticpharmacodynamic_evaluation_of_deflazacort_in_comparison_to_methylprednisolone,
Prednisolone,50-24-8,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0.143,mg/kg bw,0.309,mg/L,0.462320851,Al-Habet1989,Al-Habet1989,https://link.springer.com/content/pdf/10.1007/BF00558515.pdf,"plain uncoated tablets in fasted subjects, other formulations excluded"
Prednisolone,50-24-8,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0.429,mg/kg bw,0.491,mg/L,0.872854233,Adair 1992,Adair 1992,https://bpspubs.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2125.1992.tb04076.x,"plain prednisolone in healthy volunteers, other formulations excluded"
Prednisolone,50-24-8,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0.143,mg/kg bw,0.22,mg/L,0.649350649,Ferry1988,Ferry1988,https://www.ncbi.nlm.nih.gov/pubmed/3350994,
Prednisolone,50-24-8,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0.714,mg/kg bw,1.0371,mg/L,0.688733694,Luippold2001,Luippold2001,https://www.ncbi.nlm.nih.gov/pubmed/11765593,two brands combined
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,0.571,mg/kg bw,0.0249,mg/L,0.043575,Greenblatt1993,Greenblatt1993,https://www.researchgate.net/publication/15101529_Cognitive_effects_of_-adrenergic_antagonists_after_single_doses_Pharmacokinetics_and_pharmacodynamics_of_propranolol_atenolol_lorazepam_and_placebo/link/5536b4ca0cf268fd00187487/download,
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,2.286,mg/kg bw,0.111,mg/L,0.0485625,Hall1991,Hall1991,https://journals.lww.com/cardiovascularpharm/Abstract/1991/02001/The_Pharmacokinetic_and_Pharmacodynamic.3.aspx,
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,0.571,mg/kg bw,0.045,mg/L,0.07875,Bano1991,Bano1991,https://link.springer.com/content/pdf/10.1007/BF00314996.pdf,
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,1.143,mg/kg bw,0.154,mg/L,0.13475,Xie1995,Xie1995,https://www.ncbi.nlm.nih.gov/pubmed/8701771,Average males and females
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,0.571,mg/kg bw,0.019,mg/L,0.03325,Levine1988,Levine1988,https://www.researchgate.net/publication/20330311_Pharmacokinetic_and_pharmacodynamic_interactions_between_nisoldipine_and_propranolol,
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,0.286,mg/kg bw,0.0279,mg/L,0.09765,Fujimura1990,Fujimura1990,https://link.springer.com/content/pdf/10.1007/BF00265971.pdf,Average two administration times
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,1.143,mg/kg bw,0.0709,mg/L,0.0620375,Kondratenko2018,Kondratenko2018,https://link.springer.com/content/pdf/10.1007/s11094-018-1845-y.pdf,
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,1.143,mg/kg bw,0.056,mg/L,0.049,Vercruysse1995,Vercruysse1995,https://link.springer.com/content/pdf/10.1007/BF00192370.pdf,conventional release  (slow release excluded)
